nucid,n,z,mass_excess,mass_excess_num,mass_excess_unc,mass_excess_sys,mass_excess_round,mass_excess_round_unc,binding,binding_num,binding_unc,binding_sys,binding_round,binding_round_unc,beta_decay_en_round,beta_decay_en_round_unc,beta_decay_en,beta_decay_en_num,beta_decay_en_unc,beta_decay_en_sys,atomic_mass,atomic_mass_num,atomic_mass_unc,atomic_mass_sys,atomic_mass_round,atomic_mass_round_unc,s2n,s2n_num,s2n_unc,s2n_round,s2n_round_unc,s2n_sys,s2p,s2p_num,s2p_unc,s2p_round,s2p_round_unc,s2p_sys,qa,qa_num,qa_unc,qa_round,qa_round_unc,qa_sys,q2bm,q2bm_num,q2bm_unc,q2bm_round,q2bm_round_unc,q2bm_sys,qep,qep_num,qep_unc,qep_round,qep_round_unc,qep_sys,qbmn,qbmn_num,qbmn_unc,qbmn_round,qbmn_round_unc,qbmn_sys,sn,sn_num,sn_unc,sn_round,sn_round_unc,sn_sys,sp,sp_num,sp_unc,sp_round,sp_round_unc,sp_sys,q4bm,q4bm_num,q4bm_unc,q4bm_round,q4bm_round_unc,q4bm_sys,qda,qda_num,qda_unc,qda_round,qda_round_unc,qda_sys,qpa,qpa_num,qpa_unc,qpa_round,qpa_round_unc,qpa_sys,qna,qna_num,qna_unc,qna_round,qna_round_unc,qna_sys,qec_num,qec_unc,qec_round,qec_round_unc,qec
248CF,150,98,67237.951,67237.951,5.121,N,67238,5,7491.0440,7491.044,0.0207,N,7491.044,0.021,-3061,53,-3061,-3061,53,Y,248072182.905,248072182.905,5.497,N,248072183,5,12994.9128,12994.9128,5.1119,12995,5,N,9956.9030,9956.903,5.1238,9957,5,N,6361.1999,6361.1999,5.0000,6361,5,N,-4659.8419,-4659.8419,9.8486,-4660,10,N,-5584.1254,-5584.1254,6.2444,-5584,6,N,-9411.7601,-9411.7601,20.1039,-9412,20,N,6942.7595,6942.7595,15.2145,6943,15,N,5540.5413,5540.5413,7.1759,5541,7,N,13981.8462,13981.8462,60.2184,13982,60,N,10288.2302,10288.2302,5.1963,10288,5,N,11879.8291,11879.8291,5.0241,11880,5,N,NULL,NULL,NULL,NULL,NULL,NULL,-893.102,50.319,-893,50,-893.102
248ES,149,99,70299,70299,52,Y,70300,50,7476,7476,0,Y,7476,0,-1599,53,-1599,-1599,53,Y,248075469,248075469,56,Y,248075470,60,13662,13662,104,13662,104,Y,8246,8246,80,8246,80,Y,7160,7160,50,7160,50,Y,-6649,-6649,191,-6649,191,Y,-2479,-2479,53,-2479,53,Y,-9445,-9445,188,-9445,188,Y,6351,6351,56,6351,56,Y,3099,3099,54,3099,54,Y,16920,16920,52,16920,52,Y,11778,11778,52,11778,52,Y,14132,14132,52,14132,52,Y,NULL,NULL,NULL,NULL,NULL,NULL,3061.049,52.252,3061,52,3061.049
248FM,148,100,71897.793,71897.793,8.497,N,71898,8,7465.9451,7465.9451,0.0343,N,7465.95,0.03,-5050,184,-5050,-5050,184,Y,248077185.451,248077185.451,9.122,N,248077185,9,14436.0299,14436.0299,16.0495,14436,16,N,6770.3769,6770.3769,8.5390,6770,9,N,7994.7808,7994.7808,8.2669,7995,8,N,-8791,-8791,224,-8791,224,Y,-1500.5706,-1500.5706,16.6572,-1501,17,N,-12109,-12109,208,-12109,208,Y,7846,7846,181,7846,181,Y,3969.5712,3969.5712,21.2167,3970,21,N,14789.7981,14789.7981,90.3252,14790,90,N,10447,10447,166,10447,166,Y,14159.0436,14159.0436,8.7575,14159,9,N,NULL,NULL,NULL,NULL,NULL,NULL,1598.793,52.69,1599,53,1598.793
248MD,147,101,76948,76948,184,Y,76950,180,7442,7442,1,Y,7442,1,-3741,290,-3741,-3741,290,Y,248082607,248082607,198,Y,248082610,200,15310,15310,318,15310,318,Y,5449,5449,205,5449,205,Y,8497.2929,8497.2929,30.4927,8497,30,N,NULL,NULL,NULL,NULL,NULL,NULL,1080,1080,185,1080,185,Y,NULL,NULL,NULL,NULL,NULL,NULL,7059,7059,277,7059,277,Y,2014,2014,258,2014,258,Y,17467,17467,184,17467,184,Y,11620,11620,268,11620,268,Y,16279,16279,247,16279,247,Y,NULL,NULL,NULL,NULL,NULL,NULL,5050.207,184.196,5050,184,5050.207
248NO,146,102,80689,80689,224,Y,80690,220,7424,7424,1,Y,7424,1,NULL,NULL,NULL,NULL,NULL,NULL,248086623,248086623,241,Y,248086620,240,NULL,NULL,NULL,NULL,NULL,NULL,4081,4081,225,4081,225,Y,9300,9300,100,9300,100,Y,NULL,NULL,NULL,NULL,NULL,NULL,1727,1727,288,1727,288,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2536,2536,305,2536,305,Y,15284,15284,343,15284,343,Y,10228,10228,343,10228,343,Y,16143,16143,297,16143,297,Y,NULL,NULL,NULL,NULL,NULL,NULL,3741,289.8,3741,290,3741.0
249AM,154,95,73104,73104,298,Y,73100,300,7479,7479,1,Y,7479,1,2350,300,2353,2353,298,Y,249078480,249078480,320,Y,249078480,320,10192,10192,314,10192,314,Y,NULL,NULL,NULL,NULL,NULL,NULL,4829,4829,359,4829,359,Y,3257,3257,298,3257,298,Y,NULL,NULL,NULL,NULL,NULL,NULL,-2360,-2360,298,-2360,298,Y,5530,5530,359,5530,359,Y,NULL,NULL,NULL,NULL,NULL,NULL,14604,14604,359,14604,359,Y,12573,12573,298,12573,298,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
249CM,153,96,70750.696,70750.696,2.371,N,70750.7,2.4,7485.5510,7485.551,0.0095,N,7485.551,0.010,904.4,2.6,904.3630,904.363,2.5934,N,249075953.992,249075953.992,2.545,N,249075954.0,2.5,10925.0457,10925.0457,3.9779,10925,4,N,13037,13037,200,13037,200,Y,5147.6071,5147.6071,13.4211,5148,13,N,1027.9630,1027.963,2.5624,1028.0,2.6,N,NULL,NULL,NULL,NULL,NULL,NULL,-5451.6748,-5451.6748,50.0032,-5452,50,N,4713.3700,4713.37,0.2500,4713.37,0.25,N,7101,7101,200,7101,200,Y,14308,14308,100,14308,100,Y,10621,10621,18,10621,18,Y,11002.3256,11002.3256,14.9583,11002,15,N,NULL,NULL,NULL,NULL,NULL,NULL,-2353.304,298.009,-2353,298,-2353.304
249BK,152,97,69846.333,69846.333,1.248,N,69846.3,1.2,7486.0410,7486.041,0.0050,N,7486.041,0.005,123.6,0.4,123.6000,123.6,0.4000,N,249074983.118,249074983.118,1.339,N,249074983.1,1.3,11785.8246,11785.8246,5.1981,11786,5,N,11885,11885,100,11885,100,Y,5520.9999,5520.9999,1.4142,5521.0,1.4,N,-1328,-1328,30,-1328,30,Y,-8005,-8005,200,-8005,200,Y,-5462.9363,-5462.9363,5.0616,-5463,5,N,6356.0378,6356.0378,50.0692,6356,50,N,4835.3860,4835.386,2.5813,4835.4,2.6,N,15024.0344,15024.0344,3.8102,15024,4,N,12093.4761,12093.4761,1.3614,12093.5,1.4,N,10499,10499,18,10499,18,Y,NULL,NULL,NULL,NULL,NULL,NULL,-904.363,2.679,-904.4,2.7,-904.363
249CF,151,98,69722.733,69722.733,1.182,N,69722.7,1.2,7483.3954,7483.3954,0.0048,N,7483.395,0.005,-1452,30,-1452,-1452,30,Y,249074850.428,249074850.428,1.269,N,249074850.4,1.3,12529.2958,12529.2958,14.3755,12529,14,N,10388.3147,10388.3147,3.7892,10388,4,N,6293.2928,6293.2928,0.4895,6293.3,0.5,N,-3796.4099,-3796.4099,6.1907,-3796,6,N,-4958.9860,-4958.986,2.5502,-4959.0,2.6,N,-8648,-8648,52,-8648,52,Y,5586.5363,5586.5363,5.0458,5587,5,N,5697.2908,5697.2908,50.0676,5697,50,N,14944.0185,14944.0185,5.1827,14944,5,N,10619.8761,10619.8761,60.0141,10620,60,N,12752.2231,12752.2231,1.3013,12752.2,1.3,N,NULL,NULL,NULL,NULL,NULL,NULL,-123.6,1.7,-123.6,1.7,-123.6
249ES,150,99,71175,71175,30,Y,71180,30,7474,7474,0,Y,7474,0,-2344,31,-2344,-2344,31,Y,249076409,249076409,32,Y,249076410,30,13546,13546,36,13546,36,Y,8893,8893,31,8893,31,Y,6936,6936,30,6936,30,Y,-6006,-6006,167,-6006,167,Y,-4245,-4245,58,-4245,58,Y,-8794,-8794,31,-8794,31,Y,7196,7196,60,7196,60,Y,3352,3352,31,3352,31,Y,15776,15776,33,15776,33,Y,11949,11949,30,11949,30,Y,12854,12854,67,12854,67,Y,NULL,NULL,NULL,NULL,NULL,NULL,1452.267,30.023,1452,30,1452.267
249FM,149,100,73519.143,73519.143,6.212,N,73519,6,7461.8649,7461.8649,0.0249,N,7461.865,0.025,-3662,165,-3661.8091,-3661.8091,164.5418,N,249078926.042,249078926.042,6.668,N,249078926,7,14296,14296,181,14296,181,Y,7168.1918,7168.1918,15.6156,7168,16,N,7709.0754,7709.0754,5.9290,7709,6,N,-8267,-8267,280,-8267,280,Y,-1007.7794,-1007.7794,7.9330,-1008,8,N,-11500,-11500,184,-11500,184,Y,6449.9683,6449.9683,10.4729,6450,10,N,4069,4069,53,4069,53,Y,15651.5567,15651.5567,20.4091,15652,20,N,10564.3961,10564.3961,90.1389,10564,90,N,15075.3172,15075.3172,6.2487,15075,6,N,NULL,NULL,NULL,NULL,NULL,NULL,2344.143,30.636,2344,31,2344.143
249MD,148,101,77180.952,77180.952,164.425,N,77180,160,7444.0169,7444.0169,0.6603,N,7444.0,0.7,-4606,324,-4606,-4606,324,Y,249082857.155,249082857.155,176.516,N,249082860,180,14898,14898,265,14898,265,Y,5975.3834,5975.3834,165.5698,5975,166,N,8441,8441,18,8441,18,Y,NULL,NULL,NULL,NULL,NULL,NULL,-407,-407,173,-407,173,Y,-11579,-11579,278,-11579,278,Y,7838,7838,247,7838,247,Y,2005.8122,2005.8122,164.6439,2006,165,N,16219,16219,244,16219,244,Y,11853.8203,11853.8203,164.9918,11854,165,N,15008.5521,15008.5521,187.4083,15009,187,N,NULL,NULL,NULL,NULL,NULL,NULL,3661.809,164.542,3662,165,3661.809
249NO,147,102,81787,81787,279,Y,81790,280,7422,7422,1,Y,7422,1,NULL,NULL,NULL,NULL,NULL,NULL,249087802,249087802,300,Y,249087800,300,NULL,NULL,NULL,NULL,NULL,NULL,4464,4464,333,4464,333,Y,9170,9170,200,9170,200,Y,NULL,NULL,NULL,NULL,NULL,NULL,2600,2600,280,2600,280,Y,NULL,NULL,NULL,NULL,NULL,NULL,6973,6973,358,6973,358,Y,2450,2450,335,2450,335,Y,16562,16562,348,16562,348,Y,10535,10535,382,10535,382,Y,17242,17242,280,17242,280,Y,NULL,NULL,NULL,NULL,NULL,NULL,4606.048,323.847,4606,324,4606.048
250CM,154,96,72989.588,72989.588,10.274,N,72990,10,7478.9385,7478.9385,0.0411,N,7478.94,0.04,38,11,37.5820,37.582,10.6414,N,250078357.541,250078357.541,11.029,N,250078358,11,10545.7962,10545.7962,10.0000,10546,10,N,NULL,NULL,NULL,NULL,NULL,NULL,5169.8993,5169.8993,17.9913,5170,18,N,1819.2517,1819.2517,10.3541,1819,10,N,NULL,NULL,NULL,NULL,NULL,NULL,-4928.0633,-4928.0633,10.3278,-4928,10,N,5832.4263,5832.4263,10.0031,5832,10,N,7403,7403,298,7403,298,Y,13138,13138,200,13138,200,Y,10701,10701,101,10701,101,Y,9426,9426,201,9426,201,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
250BK,153,97,72952.006,72952.006,2.898,N,72952.0,2.9,7475.9594,7475.9594,0.0116,N,7475.959,0.012,1781.7,2.5,1781.6696,1781.6696,2.4561,N,250078317.195,250078317.195,3.110,N,250078317,3,11321.6831,11321.6831,50.1348,11322,50,N,12189,12189,200,12189,200,Y,5533,5533,18,5533,18,Y,-273,-273,100,-273,100,Y,-7441,-7441,298,-7441,298,Y,-4842.0453,-4842.0453,2.7862,-4842.0,2.8,N,4965.6453,4965.6453,2.8148,4965.6,2.8,N,5087.6613,5087.6613,3.6472,5088,4,N,16270.0649,16270.0649,3.6386,16270,4,N,12282.9554,12282.9554,4.5082,12283,5,N,11445,11445,100,11445,100,Y,NULL,NULL,NULL,NULL,NULL,NULL,-37.582,10.675,-38,11,-37.582
250CF,152,98,71170.336,71170.336,1.538,N,71170.3,1.5,7479.9567,7479.9567,0.0062,N,7479.957,0.006,-2055,100,-2055,-2055,100,Y,250076404.494,250076404.494,1.650,N,250076404.5,1.7,12210.2512,12210.2512,5.1274,12210,5,N,10800.3539,10800.3539,2.6846,10800.4,2.7,N,6128.5082,6128.5082,0.1925,6128.51,0.19,N,-2901.8569,-2901.8569,7.9242,-2902,8,N,-6869.3309,-6869.3309,2.6962,-6869.3,2.7,N,-8076,-8076,30,-8076,30,Y,6623.7149,6623.7149,1.3155,6623.7,1.3,N,5964.9679,5964.9679,1.3750,5965.0,1.4,N,13750.0904,13750.0904,50.0746,13750,50,N,10544.8698,10544.8698,5.2645,10545,5,N,11283.6327,11283.6327,3.7804,11284,4,N,NULL,NULL,NULL,NULL,NULL,NULL,-1781.67,3.28,-1782,3,-1781.67
250ES,151,99,73225,73225,100,Y,73230,100,7469,7469,0,Y,7469,0,-847,100,-847,-847,100,Y,250078611,250078611,107,Y,250078610,110,13216,13216,113,13216,113,Y,9484,9484,112,9484,112,Y,6834,6834,117,6834,117,Y,-5174,-5174,135,-5174,135,Y,-3910,-3910,100,-3910,100,Y,-8365,-8365,100,-8365,100,Y,6021,6021,104,6021,104,Y,3786,3786,100,3786,100,Y,16698,16698,100,16698,100,Y,11980,11980,101,11980,101,Y,13382,13382,100,13382,100,Y,NULL,NULL,NULL,NULL,NULL,NULL,2054.664,100.012,2055,100,2054.664
250FM,150,100,74072.193,74072.193,7.888,N,74072,8,7462.0905,7462.0905,0.0316,N,7462.09,0.03,-4327,91,-4326.9476,-4326.9476,91.2615,N,250079519.765,250079519.765,8.468,N,250079520,8,13968.2362,13968.2362,11.5395,13968,12,N,7743.7004,7743.7004,9.3025,7744,9,N,7557.0492,7557.0492,7.8003,7557,8,N,-7494,-7494,201,-7494,201,Y,-2939.5111,-2939.5111,7.8698,-2940,8,N,-11180.0771,-11180.0771,164.6136,-11180,165,N,7518.2680,7518.268,9.9670,7518,10,N,4392,4392,31,4392,31,Y,14484,14484,53,14484,53,Y,10357.8549,10357.8549,20.9801,10358,21,N,13609.2026,13609.2026,16.3548,13609,16,N,NULL,NULL,NULL,NULL,NULL,NULL,847.193,100.311,847,100,847.193
250MD,149,101,78399.140,78399.14,90.920,N,78400,90,7441.6533,7441.6533,0.3637,N,7441.7,0.4,-3167,220,-3167,-3167,220,Y,250084164.934,250084164.934,97.606,N,250084160,100,14691,14691,205,14691,205,Y,6478,6478,105,6478,105,Y,8155.4227,8155.4227,27.6804,8155,28,N,NULL,NULL,NULL,NULL,NULL,NULL,-65,-65,96,-65,96,Y,-11459,-11459,294,-11459,294,Y,6853.1295,6853.1295,187.8879,6853,188,N,2408.9734,2408.9734,91.1319,2409,91,N,17212.1545,17212.1545,91.3162,17212,91,N,11591,11591,202,11591,202,Y,15467.1495,15467.1495,92.9752,15467,93,N,NULL,NULL,NULL,NULL,NULL,NULL,4326.947,91.262,4327,91,4326.947
250NO,148,102,81566,81566,200,Y,81570,200,7426,7426,1,Y,7426,1,NULL,NULL,NULL,NULL,NULL,NULL,250087565,250087565,215,Y,250087570,220,15265,15265,301,15265,301,Y,4910,4910,201,4910,201,Y,8950,8950,200,8950,200,Y,NULL,NULL,NULL,NULL,NULL,NULL,758,758,201,758,201,Y,NULL,NULL,NULL,NULL,NULL,NULL,8292,8292,344,8292,344,Y,2904,2904,259,2904,259,Y,15329,15329,272,15329,272,Y,10494,10494,288,10494,288,Y,15540,15540,270,15540,270,Y,NULL,NULL,NULL,NULL,NULL,NULL,3166.86,219.69,3167,220,3166.86
251CM,155,96,76647.981,76647.981,22.698,N,76648,23,7466.7233,7466.7233,0.0904,N,7466.72,0.09,1420,20,1420.0000,1420,20.0000,N,251082284.988,251082284.988,24.367,N,251082285,24,10245.3507,10245.3507,22.7294,10245,23,N,NULL,NULL,NULL,NULL,NULL,NULL,5013,5013,202,5013,202,Y,2513.0000,2513,22.3607,2513,22,N,NULL,NULL,NULL,NULL,NULL,NULL,-4375.3424,-4375.3424,22.8281,-4375,23,N,4412.9244,4412.9244,24.8306,4413,25,N,NULL,NULL,NULL,NULL,NULL,NULL,14255,14255,299,14255,299,Y,10949,10949,201,10949,201,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
251BK,154,97,75227.981,75227.981,10.734,N,75228,11,7469.2637,7469.2637,0.0428,N,7469.26,0.04,1093,10,1093.0000,1093,10.0000,N,251080760.555,251080760.555,11.523,N,251080761,12,10760.9877,10760.9877,10.7386,10761,11,N,12454,12454,298,12454,298,Y,5650,5650,101,5650,101,Y,716.4340,716.434,11.9093,716,12,N,NULL,NULL,NULL,NULL,NULL,NULL,-4013.6728,-4013.6728,10.7281,-4014,11,N,5795.3424,5795.3424,11.0056,5795,11,N,5050.5774,5050.5774,14.7160,5051,15,N,15188.0924,15188.0924,10.7992,15188,11,N,12699.2887,12699.2887,10.7963,12699,11,N,10312,10312,200,10312,200,Y,NULL,NULL,NULL,NULL,NULL,NULL,-1420,25.1,-1420,25,-1420.0
251CF,153,98,74134.981,74134.981,3.901,N,74135,4,7470.5014,7470.5014,0.0155,N,7470.501,0.016,-377,6,-376.5660,-376.566,6.4677,N,251079587.171,251079587.171,4.187,N,251079587,4,11730.3877,11730.3877,3.8933,11730,4,N,11193.6567,11193.6567,4.0772,11194,4,N,6176.9599,6176.9599,0.8944,6177.0,0.9,N,-1823.8270,-1823.827,14.8147,-1824,15,N,-6143.5774,-6143.5774,10.7963,-6144,11,N,-7162,-7162,100,-7162,100,Y,5106.6728,5106.6728,3.8848,5107,4,N,6105.9954,6105.9954,4.5961,6106,5,N,14999.4554,14999.4554,3.9138,14999,4,N,10867.9838,10867.9838,50.1679,10868,50,N,12388.6357,12388.6357,4.0695,12389,4,N,NULL,NULL,NULL,NULL,NULL,NULL,-1093,11.4,-1093,11,-1093.0
251ES,152,99,74511.547,74511.547,5.288,N,74512,5,7465.8842,7465.8842,0.0211,N,7465.884,0.021,-1447,15,-1447.2610,-1447.261,15.2387,N,251079991.431,251079991.431,5.676,N,251079991,6,12806,12806,31,12806,31,Y,9912.7277,9912.7277,5.2965,9913,5,N,6597.1100,6597.11,1.0162,6597.1,1.0,N,-4455.2017,-4455.2017,19.6444,-4455,20,N,-5729.4294,-5729.4294,5.8974,-5729,6,N,-7631.9637,-7631.9637,9.4257,-7632,9,N,6785,6785,100,6785,100,Y,3947.7598,3947.7598,5.3617,3948,5,N,15499.6214,15499.6214,5.2814,15500,5,N,12137.6514,12137.6514,7.2475,12138,7,N,12026.8968,12026.8968,50.3324,12027,50,N,NULL,NULL,NULL,NULL,NULL,NULL,376.566,6.571,377,7,376.566
251FM,151,100,75958.808,75958.808,14.292,N,75959,14,7457.0013,7457.0013,0.0569,N,7457.00,0.06,-3008,24,-3007.9406,-3007.9406,23.7108,N,251081545.130,251081545.13,15.342,N,251081545,15,13702.9706,13702.9706,15.5835,13703,16,N,8341.8667,8341.8667,14.3407,8342,14,N,7424.4999,7424.4999,1.0000,7424.5,1.0,N,-6890,-6890,181,-6890,181,Y,-2500.4988,-2500.4988,14.3744,-2500,14,N,-10511.6502,-10511.6502,92.0364,-10512,92,N,6184.7026,6184.7026,16.3242,6185,16,N,4555,4555,101,4555,101,Y,15495,15495,33,15495,33,Y,10524,10524,54,10524,54,Y,14367.2594,14367.2594,15.1816,14367,15,N,NULL,NULL,NULL,NULL,NULL,NULL,1447.261,15.239,1447,15,1447.261
251MD,150,101,78966.749,78966.749,18.919,N,78967,19,7441.9005,7441.9005,0.0754,N,7441.90,0.08,-3882,182,-3882,-3882,182,Y,251084774.287,251084774.287,20.310,N,251084774,20,14356.8391,14356.8391,165.5094,14357,166,N,6786,6786,36,6786,36,Y,7963.4399,7963.4399,4.4721,7963,4,N,-8863,-8863,201,-8863,201,Y,-1548,-1548,102,-1548,102,Y,-10671,-10671,201,-10671,201,Y,7503.7096,7503.7096,92.8676,7504,93,N,2394.4150,2394.415,20.4979,2394,20,N,16158.4132,16158.4132,19.9131,16158,20,N,11933.0111,11933.0111,20.7400,11933,21,N,14314,14314,56,14314,56,Y,NULL,NULL,NULL,NULL,NULL,NULL,3007.941,23.711,3008,24,3007.941
251NO,149,102,82849,82849,181,Y,82850,180,7423,7423,1,Y,7423,1,-4981,270,-4981,-4981,270,Y,251088942,251088942,194,Y,251088940,190,15080,15080,333,15080,333,Y,5248,5248,181,5248,181,Y,8751.7140,8751.714,4.0649,8752,4,N,NULL,NULL,NULL,NULL,NULL,NULL,1488,1488,181,1488,181,Y,NULL,NULL,NULL,NULL,NULL,NULL,6788,6788,270,6788,270,Y,2839,2839,202,2839,202,Y,16379,16379,244,16379,244,Y,10765,10765,258,10765,258,Y,16598,16598,181,16598,181,Y,NULL,NULL,NULL,NULL,NULL,NULL,3882.251,181.986,3882,182,3882.251
252CF,154,98,76034.610,76034.61,2.358,N,76034.6,2.4,7465.3474,7465.3474,0.0094,N,7465.347,0.009,-1260,50,-1260.0000,-1260,50.0000,N,252081626.507,252081626.507,2.531,N,252081626.5,2.5,11278.3616,11278.3616,2.6849,11278.4,2.7,N,11532.9193,11532.9193,10.0001,11533,10,N,6216.9469,6216.9469,0.0406,6216.95,0.04,N,-782.0002,-782.0002,5.6836,-782,6,N,-7902.3418,-7902.3418,22.7280,-7902,23,N,-6548.2548,-6548.2548,5.7525,-6548,6,N,6171.6888,6171.6888,4.0697,6172,4,N,6482.3418,6482.3418,10.7964,6482,11,N,13793.4119,13793.4119,3.6388,13793,4,N,11052.3328,11052.3328,2.5817,11052.3,2.6,N,10930.3168,10930.3168,0.2533,10930.32,0.25,N,NULL,NULL,NULL,NULL,NULL,NULL,-2500.39,200.01,-2500,200,-2500.39
252ES,153,99,77294.610,77294.61,50.056,N,77290,50,7457.2428,7457.2428,0.1986,N,7457.24,0.20,480,50,477.9998,477.9998,50.3220,N,252082979.173,252082979.173,53.736,N,252082980,50,12073,12073,112,12073,112,Y,10235.3373,10235.3373,50.1322,10235,50,N,6738.6420,6738.642,0.5081,6738.6,0.5,N,-3172.5077,-3172.5077,104.1094,-3173,104,N,-5222.3418,-5222.3418,51.1523,-5222,51,N,-6735.5159,-6735.5159,52.0559,-6736,52,N,5288.2548,5288.2548,50.3298,5288,50,N,4129.3418,4129.3418,50.1654,4129,50,N,16835.0815,16835.0815,50.0720,16835,50,N,12435.9328,12435.9328,50.0650,12436,50,N,13094.6798,13094.6798,50.0666,13095,50,N,NULL,NULL,NULL,NULL,NULL,NULL,1260,50.1,1260,50,1260.0
252FM,152,100,76816.611,76816.611,5.221,N,76817,5,7456.0351,7456.0351,0.0207,N,7456.035,0.021,-3651,91,-3650.5075,-3650.5075,91.4356,N,252082466.019,252082466.019,5.604,N,252082466,6,13398.2183,13398.2183,9.3579,13398,9,N,8931.6674,8931.6674,5.2272,8932,5,N,7153.7437,7153.7437,1.0162,7153.7,1.0,N,-6054.7598,-6054.7598,10.5974,-6055,11,N,-4607.3416,-4607.3416,6.3895,-4607,6,N,-10221.4563,-10221.4563,19.6265,-10221,20,N,7213.5157,7213.5157,15.2156,7214,15,N,4983.9076,4983.9076,7.3184,4984,7,N,14302,14302,100,14302,100,Y,10506,10506,31,10506,31,Y,12740.2800,12740.28,5.1471,12740,5,N,NULL,NULL,NULL,NULL,NULL,NULL,-477.999,50.328,-478,50,-477.999
252MD,151,101,80467.118,80467.118,91.286,N,80470,90,7438.4444,7438.4444,0.3622,N,7438.4,0.4,-2404,92,-2404.2523,-2404.2523,91.7581,N,252086385.000,252086385,98.000,N,252086390,100,14074.6584,14074.6584,128.8396,14075,129,N,7336,7336,135,7336,135,Y,7743,7743,105,7743,105,Y,-8070,-8070,206,-8070,206,Y,-1333.4001,-1333.4001,91.4394,-1333,91,N,-10453,-10453,203,-10453,203,Y,6570.9488,6570.9488,93.2264,6571,93,N,2780.6612,2780.6612,92.3984,2781,92,N,17105.7323,17105.7323,91.6266,17106,92,N,11812.0306,11812.0306,91.4975,11812,91,N,14939,14939,96,14939,96,Y,NULL,NULL,NULL,NULL,NULL,NULL,3650.507,91.435,3651,91,3650.507
252NO,150,102,82871.370,82871.37,9.292,N,82871,9,7425.7992,7425.7992,0.0369,N,7425.80,0.04,-5666,185,-5666,-5666,185,Y,252088966.070,252088966.07,9.975,N,252088966,10,14837,14837,201,14837,201,Y,5778.7645,5778.7645,12.1417,5779,12,N,8548.6616,8548.6616,5.3226,8549,5,N,NULL,NULL,NULL,NULL,NULL,NULL,-376.4089,-376.4089,17.0469,-376,17,N,-13030,-13030,200,-13030,200,Y,8049,8049,181,8049,181,Y,3384.3495,3384.3495,21.0780,3384,21,N,15183.0370,15183.037,91.3935,15183,91,N,10554.4738,10554.4738,164.6869,10554,165,N,14998.6299,14998.6299,11.1322,14999,11,N,NULL,NULL,NULL,NULL,NULL,NULL,2404.252,91.758,2404,92,2404.252
252LR,149,103,88537,88537,185,Y,88540,190,7400,7400,1,Y,7400,1,NULL,NULL,NULL,NULL,NULL,NULL,252095048,252095048,198,Y,252095050,200,NULL,NULL,NULL,NULL,NULL,NULL,4440,4440,206,4440,206,Y,9164.3375,9164.3375,16.9099,9164,17,N,NULL,NULL,NULL,NULL,NULL,NULL,2281,2281,186,2281,186,Y,NULL,NULL,NULL,NULL,NULL,NULL,7364,7364,272,7364,272,Y,1601,1601,259,1601,259,Y,17682,17682,273,17682,273,Y,11614,11614,335,11614,335,Y,17002,17002,247,17002,247,Y,NULL,NULL,NULL,NULL,NULL,NULL,5665.63,185.23,5666,185,5665.63
253BK,156,97,80929,80929,359,Y,80930,360,7451,7451,1,Y,7451,1,1630,360,1627,1627,359,Y,253086880,253086880,385,Y,253086880,390,10442,10442,359,10442,359,Y,NULL,NULL,NULL,NULL,NULL,NULL,5400,5400,200,5400,200,Y,1918,1918,359,1918,359,Y,NULL,NULL,NULL,NULL,NULL,NULL,-3177,-3177,359,-3177,359,Y,5677,5677,411,5677,411,Y,5416,5416,467,5416,467,Y,14991,14991,360,14991,360,Y,12803,12803,359,12803,359,Y,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
253CF,155,98,79301.562,79301.562,4.257,N,79302,4,7454.8297,7454.8297,0.0168,N,7454.830,0.017,291,4,291.0753,291.0753,4.3850,N,253085133.723,253085133.723,4.570,N,253085134,5,10976.0557,10976.0557,5.3966,10976,5,N,11924.3617,11924.3617,23.0027,11924,23,N,6125.9499,6125.9499,3.5355,6126,4,N,-43.9870,-43.987,4.4795,-44,4,N,-7043,-7043,298,-7043,298,Y,-6064.3669,-6064.3669,50.1255,-6064,50,N,4804.3669,4804.3669,3.5446,4804,4,N,6522,6522,200,6522,200,Y,14784.3874,14784.3874,11.3633,14784,11,N,11213.6112,11213.6112,5.0796,11214,5,N,11958.3762,11958.3762,10.6095,11958,11,N,NULL,NULL,NULL,NULL,NULL,NULL,-1627.438,359.025,-1627,359,-1627.438
